location_id,date,product_id,sold_qty
9,18/09/2021,4,35
1,06/10/2021,3,622
10,27/02/2021,11,1612
5,27/05/2021,14,1537
6,04/11/2021,10,1340
6,22/02/2021,5,1984
5,24/05/2021,7,1678
7,17/02/2021,13,1765
4,18/10/2021,23,1222
7,05/02/2021,9,579
2,14/04/2021,21,313
4,20/08/2021,7,1921
9,23/11/2021,28,1363
7,11/10/2021,14,1383
4,08/06/2021,12,611
9,19/05/2021,19,1974
9,25/09/2021,3,12
3,16/04/2021,14,542
7,08/12/2021,15,1363
5,02/05/2021,14,1253
8,15/11/2021,14,1122
10,05/06/2021,4,1521
2,22/02/2021,7,1637
5,23/04/2021,4,693
5,01/06/2021,15,251
9,02/09/2021,17,1454
7,14/11/2021,23,120
6,16/07/2021,2,904
4,27/10/2021,13,468
9,26/06/2021,30,418
9,05/10/2021,17,1587
5,04/01/2021,15,295
5,03/05/2021,27,1776
2,13/07/2021,23,1413
7,03/12/2021,14,663
2,20/06/2021,29,1319
4,19/04/2021,14,1383
9,22/04/2021,22,908
9,14/02/2021,24,760
4,04/03/2021,15,751
9,02/06/2021,2,891
7,10/04/2021,1,1178
6,22/12/2021,16,277
7,23/03/2021,2,561
8,10/08/2021,20,960
8,08/03/2021,16,525
7,24/03/2021,4,584
7,25/04/2021,19,1541
2,12/06/2021,29,1847
2,08/12/2021,12,1548
10,03/04/2021,25,203
5,01/04/2021,12,1569
3,11/02/2021,18,894
8,20/09/2021,14,869
3,09/02/2021,16,825
5,25/08/2021,3,128
8,09/03/2021,18,1537
6,06/05/2021,6,245
8,05/08/2021,27,1576
4,27/06/2021,4,272
2,31/05/2021,26,810
1,25/09/2021,15,777
2,22/10/2021,15,1840
4,07/06/2021,3,634
5,16/08/2021,29,1901
1,18/09/2021,3,1059
10,29/12/2021,5,35
1,06/08/2021,25,1400
2,08/10/2021,17,1790
9,08/10/2021,16,1620
7,04/03/2021,11,1070
10,22/10/2021,8,433
1,16/04/2021,26,1519
9,31/03/2021,20,987
9,01/07/2021,28,15
3,13/03/2021,4,1554
9,11/12/2021,18,1069
5,28/03/2021,25,138
5,15/01/2021,19,1328
5,09/12/2021,23,3
3,28/12/2021,19,1613
4,10/07/2021,13,1559
1,30/10/2021,21,1238
9,26/04/2021,26,622
8,11/02/2021,4,829
2,05/04/2021,8,993
3,09/10/2021,25,1446
7,16/02/2021,9,1745
10,04/11/2021,27,513
9,19/04/2021,2,300
2,18/04/2021,15,1872
7,22/09/2021,18,1109
4,22/05/2021,29,1700
6,26/03/2021,20,619
8,02/11/2021,12,511
8,30/06/2021,19,1922
5,04/06/2021,2,1914
10,22/11/2021,22,665
3,17/01/2021,21,23
10,30/12/2021,4,217
9,03/12/2021,24,198
8,18/08/2021,18,984
1,14/10/2021,16,1647
2,14/09/2021,1,340
8,14/12/2021,25,568
9,08/04/2021,7,1196
6,14/02/2021,1,269
5,11/08/2021,9,796
6,19/04/2021,9,246
6,27/02/2021,2,694
2,30/01/2021,17,441
8,25/03/2021,24,567
2,29/07/2021,28,1328
6,01/08/2021,22,44
9,18/06/2021,1,57
2,23/07/2021,16,933
1,11/02/2021,24,620
5,01/01/2022,6,456
7,14/02/2021,10,1695
4,08/02/2021,21,414
1,15/04/2021,13,374
2,20/05/2021,23,1765
4,21/12/2021,10,1251
7,21/09/2021,3,928
6,17/07/2021,30,1778
10,11/04/2021,15,1769
4,29/06/2021,6,1020
6,21/05/2021,3,1635
10,02/05/2021,7,1337
8,17/12/2021,16,1938
8,11/05/2021,22,1934
1,28/05/2021,18,774
3,30/08/2021,27,1422
8,01/08/2021,22,628
6,02/11/2021,6,166
1,04/04/2021,16,895
2,11/05/2021,17,1560
5,15/02/2021,4,918
1,15/03/2021,13,1460
3,19/09/2021,2,231
9,01/03/2021,9,842
1,05/08/2021,12,1128
10,27/05/2021,3,1849
1,08/03/2021,15,342
9,15/07/2021,17,1947
7,09/09/2021,29,436
10,11/04/2021,14,329
6,11/07/2021,10,469
2,19/11/2021,9,18
10,16/03/2021,11,1566
2,17/06/2021,17,937
10,10/05/2021,29,1737
9,08/10/2021,15,842
5,27/11/2021,13,171
6,02/02/2021,21,5
6,14/07/2021,25,972
10,25/11/2021,25,1518
6,03/01/2021,5,775
7,30/04/2021,8,1384
8,19/05/2021,4,964
9,04/10/2021,12,562
1,08/03/2021,20,706
5,22/07/2021,8,1313
10,01/09/2021,25,450
5,31/03/2021,13,1303
4,04/12/2021,18,1088
3,29/12/2021,3,1212
10,24/11/2021,3,1793
5,22/11/2021,7,1456
2,02/08/2021,24,1558
3,03/11/2021,5,1782
5,18/05/2021,5,1395
2,17/01/2021,14,197
8,17/06/2021,15,880
8,29/07/2021,24,1329
8,19/10/2021,23,1915
7,24/11/2021,16,536
10,24/09/2021,12,1253
3,04/08/2021,11,1013
6,20/08/2021,8,1503
6,05/10/2021,17,188
5,17/08/2021,19,1769
4,30/03/2021,25,1685
4,17/05/2021,30,1701
5,02/09/2021,13,569
5,10/12/2021,18,441
4,23/10/2021,20,1335
3,22/03/2021,30,304
9,25/02/2021,3,1722
7,17/11/2021,27,849
7,04/10/2021,12,982
3,23/12/2021,18,1389
5,18/11/2021,29,1540
9,18/02/2021,24,1466
10,15/01/2021,15,881
4,27/01/2021,19,1178
10,21/07/2021,3,1950
9,13/11/2021,14,1082
3,18/03/2021,8,784
3,07/03/2021,21,1718
1,19/07/2021,20,439
10,30/11/2021,24,1821
5,01/10/2021,14,1954
5,08/03/2021,27,802
7,02/03/2021,28,450
7,02/08/2021,8,1379
2,08/02/2021,15,1535
1,30/01/2021,18,833
6,16/08/2021,3,1276
9,26/10/2021,1,87
2,18/10/2021,3,1355
10,11/10/2021,18,810
1,10/07/2021,5,210
1,02/07/2021,29,882
10,11/11/2021,2,1274
8,21/04/2021,8,206
1,07/11/2021,6,505
4,14/11/2021,6,1293
6,12/12/2021,26,709
9,11/04/2021,22,1796
10,19/09/2021,29,1097
10,28/08/2021,26,581
5,10/08/2021,15,977
8,20/09/2021,11,622
8,13/09/2021,8,841
4,29/12/2021,4,1938
9,14/02/2021,10,1402
3,15/03/2021,1,1866
4,06/04/2021,20,1139
4,29/09/2021,21,717
2,22/03/2021,1,1402
3,16/03/2021,16,803
1,11/06/2021,18,1443
9,31/03/2021,1,953
5,18/12/2021,16,1808
1,30/05/2021,21,2
4,28/08/2021,28,1637
1,10/12/2021,18,1103
9,03/06/2021,9,817
7,21/01/2021,3,909
4,11/07/2021,27,301
7,27/02/2021,16,1335
2,05/08/2021,9,1421
2,21/09/2021,25,46
8,22/12/2021,4,659
7,09/08/2021,11,480
5,05/02/2021,25,1926
9,21/02/2021,4,1176
7,04/07/2021,6,566
3,17/09/2021,30,832
5,05/09/2021,8,1038
8,18/01/2021,19,1307
3,15/04/2021,26,193
1,01/07/2021,25,1947
10,26/12/2021,4,1081
5,07/06/2021,16,298
2,04/07/2021,6,153
4,28/05/2021,6,1695
4,27/04/2021,25,1365
1,31/08/2021,12,360
4,01/11/2021,25,301
6,08/01/2021,26,141
10,17/12/2021,13,1637
5,21/01/2021,1,888
6,21/02/2021,8,1182
2,30/12/2021,27,592
2,21/01/2021,10,803
6,17/06/2021,28,1637
4,09/12/2021,15,985
5,20/10/2021,10,1450
6,20/11/2021,19,970
9,08/02/2021,14,376
1,05/11/2021,18,1189
1,16/07/2021,14,1591
3,16/12/2021,2,730
7,13/09/2021,6,605
4,29/12/2021,26,1842
5,24/02/2021,10,1721
10,04/10/2021,23,198
3,27/02/2021,25,1377
4,27/01/2021,20,1292
10,15/11/2021,23,739
7,24/04/2021,10,222
2,20/02/2021,12,1210
4,13/03/2021,7,1835
2,16/10/2021,9,33
10,12/11/2021,24,1676
4,02/01/2021,3,809
7,03/06/2021,11,1993
3,16/02/2021,10,1815
2,09/03/2021,8,566
10,08/09/2021,29,14
6,09/11/2021,25,729
4,17/10/2021,19,170
9,23/11/2021,25,69
2,23/11/2021,21,1239
7,19/08/2021,17,314
10,26/12/2021,4,1246
6,17/06/2021,28,799
5,15/07/2021,19,1480
1,01/03/2021,30,879
9,04/09/2021,5,410
2,21/11/2021,27,1549
9,15/11/2021,2,755
10,23/07/2021,4,1746
8,31/03/2021,10,136
6,27/10/2021,14,51
5,14/11/2021,5,1132
9,04/01/2021,28,264
1,20/10/2021,11,1471
1,24/03/2021,11,1269
8,22/06/2021,3,1252
9,28/06/2021,3,569
4,02/06/2021,19,149
5,30/03/2021,27,220
3,21/04/2021,4,306
5,03/04/2021,24,1878
8,04/02/2021,10,1760
4,08/05/2021,3,1758
5,01/02/2021,16,1346
2,08/06/2021,20,363
7,11/07/2021,6,377
10,01/12/2021,13,1587
8,21/09/2021,10,120
3,28/11/2021,7,1977
5,12/02/2021,17,506
5,10/08/2021,27,1194
10,22/02/2021,3,658
8,21/03/2021,8,46
8,22/07/2021,2,444
4,11/03/2021,23,531
7,14/08/2021,1,892
3,12/06/2021,1,1013
3,31/10/2021,24,1901
4,02/10/2021,24,1661
6,08/04/2021,3,1820
3,19/03/2021,14,1981
2,30/09/2021,16,648
10,28/12/2021,23,1319
3,21/10/2021,17,201
4,15/07/2021,5,1131
4,03/09/2021,3,376
3,09/04/2021,26,1358
9,20/05/2021,10,479
1,02/06/2021,20,917
10,06/03/2021,2,1257
4,22/04/2021,21,233
7,11/09/2021,10,997
4,21/10/2021,14,943
8,12/06/2021,26,1440
10,30/08/2021,19,1997
2,05/06/2021,4,1320
7,01/12/2021,22,1403
10,05/03/2021,4,828
8,01/06/2021,29,1510
3,07/05/2021,28,1784
2,19/11/2021,11,275
1,16/04/2021,25,1849
2,01/12/2021,4,1392
10,21/09/2021,30,1385
3,09/11/2021,8,1892
3,27/02/2021,28,1586
8,29/10/2021,9,1799
6,24/03/2021,18,1077
9,17/10/2021,29,1614
2,04/02/2021,14,645
9,17/10/2021,20,259
2,17/10/2021,1,1046
1,09/09/2021,30,610
2,09/02/2021,29,1737
4,20/12/2021,25,1626
6,31/05/2021,2,527
3,07/04/2021,13,361
3,08/06/2021,13,923
2,20/06/2021,8,510
7,02/08/2021,10,191
4,08/04/2021,26,433
5,23/11/2021,7,1740
6,09/07/2021,6,802
6,31/10/2021,2,503
8,13/12/2021,26,1893
7,02/01/2021,23,207
4,07/09/2021,8,1335
9,04/10/2021,18,1454
9,10/04/2021,16,584
5,04/03/2021,4,740
10,08/12/2021,7,271
4,29/04/2021,16,1896
4,23/04/2021,8,15
8,04/07/2021,9,268
9,28/10/2021,27,1519
3,01/10/2021,4,906
7,22/01/2021,2,1730
4,02/06/2021,30,269
7,09/11/2021,12,1607
7,05/02/2021,5,1264
7,26/10/2021,13,1154
4,02/03/2021,23,451
6,06/02/2021,15,1434
10,05/07/2021,12,199
9,31/12/2021,19,1032
8,16/08/2021,21,442
8,19/01/2021,29,506
1,01/09/2021,20,872
4,16/04/2021,21,1174
8,17/06/2021,7,1202
3,21/09/2021,10,303
10,09/03/2021,26,601
2,17/01/2021,25,184
4,27/02/2021,1,393
9,21/05/2021,2,254
7,01/04/2021,7,1480
3,02/12/2021,25,723
8,04/09/2021,9,1584
3,09/05/2021,29,6
5,27/03/2021,24,1704
5,04/04/2021,18,740
3,08/11/2021,20,483
9,17/02/2021,24,1299
1,13/03/2021,25,125
7,29/04/2021,1,1555
7,06/04/2021,2,166
3,13/04/2021,6,51
6,14/06/2021,3,259
5,06/10/2021,3,373
4,14/11/2021,3,669
5,21/12/2021,2,738
6,14/01/2021,8,117
5,08/12/2021,1,629
1,08/04/2021,4,58
10,22/05/2021,17,1217
3,28/01/2021,28,147
10,21/09/2021,24,1025
4,13/05/2021,12,516
8,07/06/2021,22,1375
4,02/06/2021,9,1216
7,12/02/2021,21,901
1,13/04/2021,30,646
10,19/05/2021,16,1091
2,22/12/2021,9,1089
7,20/01/2021,20,1853
8,13/02/2021,30,1615
10,21/12/2021,11,189
10,06/05/2021,29,2000
9,30/05/2021,21,885
3,14/08/2021,7,537
4,19/01/2021,29,1215
1,23/01/2021,5,1786
2,15/12/2021,21,638
1,16/09/2021,4,1980
7,15/05/2021,24,1114
9,27/08/2021,3,1904
9,26/12/2021,5,528
6,05/04/2021,6,582
2,28/04/2021,24,506
10,14/09/2021,29,486
6,30/07/2021,30,138
2,14/10/2021,9,281
10,15/10/2021,5,1091
7,06/11/2021,6,1227
9,23/11/2021,16,47
5,13/09/2021,28,232
7,04/08/2021,2,955
1,28/01/2021,23,1203
10,01/02/2021,8,106
3,03/09/2021,10,1834
5,03/07/2021,8,1666
9,02/02/2021,20,1687
1,20/08/2021,25,1543
8,22/06/2021,26,43
1,03/07/2021,22,252
9,03/01/2021,4,549
6,12/06/2021,22,1718
4,27/03/2021,20,746
8,11/09/2021,27,964
1,24/10/2021,19,1098
5,23/07/2021,18,1181
8,18/12/2021,28,898
10,28/06/2021,28,452
6,20/03/2021,8,1571
1,07/03/2021,11,966
9,26/07/2021,29,1906
3,03/02/2021,9,934
10,01/10/2021,4,924
10,04/02/2021,4,1706
9,24/10/2021,6,1786
1,23/12/2021,15,741
6,04/12/2021,29,176
7,23/10/2021,10,1317
5,24/09/2021,29,1536
6,17/12/2021,7,1204
2,01/07/2021,27,284
3,02/07/2021,29,741
9,27/09/2021,18,1616
2,14/06/2021,29,598
5,18/07/2021,24,138
6,30/06/2021,20,1619
9,16/08/2021,7,1212
6,26/12/2021,12,1019
9,04/12/2021,14,487
4,19/05/2021,14,530
3,14/02/2021,4,234
10,17/04/2021,6,695
9,21/01/2021,10,1426
5,08/06/2021,27,1359
4,27/07/2021,24,802
3,05/03/2021,14,700
6,25/12/2021,18,1484
1,24/04/2021,1,1403
7,25/03/2021,11,1225
3,04/06/2021,29,299
4,24/03/2021,19,1725
6,18/10/2021,6,1054
8,03/02/2021,4,691
1,31/12/2021,27,1344
8,26/03/2021,5,1468
1,24/11/2021,23,106
3,07/01/2021,6,1851
7,13/03/2021,1,1502
1,30/09/2021,22,794
4,08/11/2021,27,1759
3,07/01/2021,2,200
7,07/11/2021,11,764
8,07/08/2021,23,683
5,17/11/2021,24,1960
10,10/03/2021,11,43
6,12/01/2021,6,27
8,14/07/2021,1,12
1,22/08/2021,11,974
5,01/08/2021,13,1506
7,16/02/2021,21,172
9,19/12/2021,13,367
1,08/06/2021,25,1882
7,11/05/2021,2,385
10,11/01/2021,1,463
10,21/07/2021,26,260
9,21/01/2021,28,1113
1,25/03/2021,23,379
10,25/07/2021,18,395
7,05/09/2021,28,1412
1,06/04/2021,22,987
5,16/02/2021,7,462
4,11/09/2021,7,16
7,03/08/2021,14,699
4,17/02/2021,26,802
7,08/08/2021,25,91
8,23/11/2021,15,613
8,25/02/2021,29,640
10,16/07/2021,20,877
5,01/01/2021,7,685
3,31/01/2021,9,1792
2,27/05/2021,24,1002
1,19/01/2021,29,364
2,20/04/2021,5,1567
6,08/10/2021,7,1129
7,30/01/2021,19,329
5,03/06/2021,12,1029
9,31/07/2021,10,617
8,21/02/2021,19,924
3,14/06/2021,14,1963
8,06/01/2021,4,99
8,20/08/2021,17,36
1,14/01/2021,5,552
1,02/04/2021,18,1782
9,08/12/2021,19,762
4,16/07/2021,26,727
8,17/09/2021,25,430
9,14/08/2021,10,533
2,28/08/2021,13,1875
7,25/09/2021,19,1728
4,26/07/2021,5,1905
3,17/07/2021,29,1483
3,03/09/2021,18,1763
9,02/07/2021,30,1242
6,25/07/2021,22,418
5,03/09/2021,2,1507
10,16/08/2021,13,632
1,04/01/2021,17,1611
5,20/01/2021,3,1389
8,28/02/2021,23,1967
1,25/02/2021,18,1379
7,23/03/2021,26,100
8,12/10/2021,9,141
9,21/08/2021,1,1561
3,01/06/2021,12,955
2,25/09/2021,20,769
8,15/09/2021,22,1712
1,21/09/2021,13,1989
7,03/05/2021,15,1128
3,19/10/2021,4,449
7,02/10/2021,24,1183
4,14/05/2021,1,1906
4,09/12/2021,4,847
10,12/10/2021,21,1947
7,15/05/2021,1,1755
4,04/07/2021,27,1590
6,17/01/2021,27,900
5,22/10/2021,4,1965
2,26/04/2021,27,149
10,04/10/2021,30,1012
5,01/06/2021,12,1129
10,01/04/2021,2,1403
6,04/09/2021,18,1378
5,25/12/2021,11,1066
10,22/10/2021,1,1983
9,25/03/2021,13,1217
7,22/12/2021,13,1649
8,28/08/2021,14,818
4,18/10/2021,15,1736
1,15/07/2021,4,1918
4,08/04/2021,9,1850
2,20/05/2021,16,779
9,18/05/2021,13,870
2,27/03/2021,18,1761
7,25/06/2021,27,1177
10,09/02/2021,22,1481
4,18/06/2021,30,1420
2,19/07/2021,30,419
9,19/03/2021,23,1257
8,05/11/2021,7,370
4,10/10/2021,15,1057
10,02/09/2021,6,1996
6,02/10/2021,24,897
5,03/08/2021,28,414
10,06/11/2021,21,1503
5,03/04/2021,26,28
6,05/02/2021,29,1483
2,17/08/2021,13,971
2,17/06/2021,23,1836
10,22/01/2021,30,445
2,26/06/2021,28,667
9,14/03/2021,10,1804
8,16/12/2021,8,439
2,16/05/2021,26,232
3,10/02/2021,6,96
1,31/01/2021,10,1513
7,23/09/2021,5,1640
8,11/10/2021,26,1907
4,18/12/2021,2,291
2,17/02/2021,22,879
4,25/08/2021,25,101
2,17/03/2021,23,1367
10,19/02/2021,4,245
6,13/01/2021,5,914
5,12/12/2021,18,33
9,18/11/2021,11,1367
10,03/01/2021,1,225
6,22/09/2021,4,1332
6,02/10/2021,7,1696
7,14/03/2021,23,1714
1,20/02/2021,18,1257
1,21/03/2021,11,412
6,11/11/2021,8,1261
2,23/09/2021,26,695
3,15/01/2021,26,981
9,21/07/2021,17,1340
10,05/09/2021,4,528
2,05/07/2021,29,663
7,10/01/2021,14,513
8,05/04/2021,22,1665
10,19/01/2021,4,990
9,18/12/2021,1,1593
2,12/05/2021,22,16
7,07/11/2021,20,461
6,06/01/2021,2,1227
4,11/10/2021,22,648
5,16/10/2021,6,522
4,13/10/2021,17,897
5,15/02/2021,25,1429
4,19/02/2021,16,66
3,18/08/2021,22,572
10,11/12/2021,21,452
7,26/06/2021,27,909
4,31/12/2021,21,353
9,28/01/2021,17,245
9,11/02/2021,29,679
2,20/04/2021,1,26
9,30/03/2021,9,8
5,04/03/2021,25,1201
3,15/05/2021,29,98
7,09/11/2021,27,1147
5,11/04/2021,8,467
1,18/03/2021,29,1154
6,23/08/2021,10,1001
6,12/12/2021,9,1244
8,16/10/2021,6,1341
5,17/06/2021,29,218
6,07/08/2021,29,592
2,25/12/2021,25,1825
6,08/04/2021,14,1076
4,04/06/2021,25,1107
6,24/12/2021,13,247
8,11/07/2021,17,1986
9,21/08/2021,25,322
4,24/06/2021,28,265
2,10/10/2021,24,1495
5,04/05/2021,16,1198
2,19/06/2021,30,248
9,06/03/2021,25,502
6,19/06/2021,4,1878
3,18/11/2021,2,1297
4,24/03/2021,2,1660
1,19/09/2021,16,388
9,12/05/2021,30,927
6,28/01/2021,13,1395
6,14/02/2021,19,1313
5,17/04/2021,22,694
4,19/12/2021,23,240
1,18/02/2021,21,1615
3,23/08/2021,27,798
7,08/04/2021,26,830
7,15/10/2021,6,181
3,25/05/2021,27,445
5,07/12/2021,6,1780
1,08/04/2021,10,965
9,27/10/2021,23,157
4,14/03/2021,18,771
4,14/11/2021,30,319
4,11/10/2021,7,164
6,26/06/2021,8,1555
2,01/11/2021,24,1534
1,23/01/2021,19,253
7,15/02/2021,24,1113
6,17/03/2021,23,1453
1,19/08/2021,24,252
5,25/11/2021,22,192
3,08/01/2021,25,608
4,31/01/2021,10,1333
10,08/10/2021,13,1835
10,20/03/2021,5,1262
9,10/01/2021,5,1579
2,08/04/2021,2,79
1,14/02/2021,4,176
8,24/02/2021,2,1687
3,15/07/2021,9,1409
10,27/06/2021,25,1939
5,18/06/2021,22,1286
2,18/12/2021,16,1210
7,01/01/2021,16,909
7,25/03/2021,17,1880
1,03/01/2021,11,1012
8,06/10/2021,6,424
2,06/11/2021,28,664
8,11/01/2021,11,1664
9,05/04/2021,17,1300
9,28/11/2021,20,1605
8,05/08/2021,25,1746
10,07/07/2021,5,690
8,15/12/2021,2,382
10,12/10/2021,2,216
10,22/11/2021,27,1535
7,20/06/2021,3,397
3,17/04/2021,15,44
8,05/03/2021,18,189
4,13/02/2021,6,1876
3,12/04/2021,27,132
5,26/12/2021,13,1814
10,27/08/2021,7,1109
7,13/05/2021,8,1426
8,19/07/2021,29,1504
10,26/03/2021,2,1762
10,23/08/2021,30,729
10,11/05/2021,17,608
1,07/01/2021,11,1978
7,10/03/2021,20,1976
10,09/01/2021,27,1927
9,19/11/2021,7,1002
6,17/09/2021,3,1808
5,10/03/2021,5,167
4,20/04/2021,10,1971
9,20/07/2021,9,1637
10,08/08/2021,2,1010
1,02/04/2021,30,1100
9,07/11/2021,16,1108
10,13/04/2021,22,667
10,12/03/2021,14,1605
10,03/04/2021,24,440
7,02/08/2021,23,499
1,02/10/2021,17,1338
1,23/09/2021,26,614
10,20/08/2021,27,1689
8,30/10/2021,25,918
1,31/10/2021,6,1899
4,14/01/2021,11,1760
9,27/03/2021,20,1647
1,11/10/2021,21,1330
7,15/03/2021,17,1805
5,21/01/2021,6,1488
4,19/12/2021,29,1826
4,20/04/2021,15,688
9,14/02/2021,13,48
6,01/02/2021,13,1394
6,18/01/2021,23,1294
6,28/09/2021,26,1249
7,10/12/2021,16,762
2,20/11/2021,2,1453
10,18/03/2021,11,1198
10,02/05/2021,3,770
4,01/05/2021,4,491
9,09/01/2021,18,1107
5,07/10/2021,26,648
1,28/01/2021,5,239
5,25/10/2021,13,463
10,25/08/2021,12,1374
7,28/06/2021,29,335
7,05/05/2021,8,1583
3,01/07/2021,7,1557
7,19/01/2021,30,88
4,10/03/2021,10,1014
4,11/03/2021,27,222
8,18/12/2021,20,1454
1,23/08/2021,12,1761
4,16/08/2021,22,297
10,24/12/2021,24,320
7,29/11/2021,3,687
4,21/08/2021,8,431
8,30/10/2021,9,1040
5,03/09/2021,15,1509
3,06/09/2021,22,1472
8,23/04/2021,23,1816
7,09/09/2021,13,123
4,21/01/2021,9,459
7,12/05/2021,4,678
6,29/10/2021,9,88
2,16/05/2021,27,295
10,11/11/2021,19,331
5,29/04/2021,2,655
10,23/03/2021,28,1723
1,24/12/2021,17,1006
1,07/01/2021,5,218
3,13/10/2021,25,1354
3,27/11/2021,18,418
5,01/05/2021,8,1484
3,02/10/2021,21,121
9,24/05/2021,5,648
6,01/12/2021,25,1386
8,08/02/2021,18,1520
4,21/02/2021,21,347
9,25/11/2021,1,499
8,10/02/2021,20,1065
8,20/10/2021,3,433
10,04/11/2021,25,1303
3,18/05/2021,4,451
6,18/05/2021,3,72
2,21/10/2021,19,210
3,06/09/2021,24,557
4,14/07/2021,12,1495
5,15/09/2021,30,906
9,23/08/2021,9,1820
9,02/03/2021,3,427
9,31/05/2021,17,1846
10,11/06/2021,27,1065
2,26/05/2021,20,1339
8,08/02/2021,30,1189
6,11/12/2021,14,1271
8,23/03/2021,10,395
4,20/09/2021,25,1446
8,15/07/2021,27,19
6,30/12/2021,20,1695
2,15/08/2021,22,445
4,24/11/2021,18,1913
6,31/10/2021,4,243
8,11/10/2021,20,47
5,17/02/2021,14,915
6,02/10/2021,9,1189
7,20/03/2021,4,767
6,14/02/2021,18,1184
3,27/03/2021,23,1738
6,18/10/2021,17,107
2,04/08/2021,2,1448
6,22/10/2021,19,429
1,15/10/2021,15,735
10,09/05/2021,23,473
8,02/10/2021,18,1369
6,23/12/2021,27,593
1,17/08/2021,6,151
2,16/05/2021,23,797
9,17/10/2021,29,476
7,23/11/2021,15,1173
8,09/08/2021,12,1914
6,07/04/2021,26,489
2,11/12/2021,10,1426
2,18/12/2021,9,577
9,10/05/2021,29,1534
9,28/12/2021,6,1898
3,18/07/2021,27,354
1,26/06/2021,25,297
5,01/01/2021,10,1542
9,24/10/2021,21,1822
8,15/06/2021,25,1185
7,08/02/2021,21,653
1,04/09/2021,4,648
3,16/06/2021,27,909
5,09/08/2021,5,1056
1,24/08/2021,24,1413
4,13/08/2021,7,783
5,29/09/2021,4,21
5,11/01/2021,10,644
10,03/07/2021,1,1820
8,27/09/2021,29,137
4,27/11/2021,16,872
9,19/10/2021,12,1912
7,02/02/2021,7,1995
3,17/08/2021,11,91
5,27/04/2021,10,1456
8,03/03/2021,16,1780
10,14/04/2021,10,909
2,23/05/2021,22,178
9,28/09/2021,23,1696
8,14/08/2021,15,446
6,20/10/2021,9,647
8,31/10/2021,23,1964
6,09/06/2021,3,383
6,27/12/2021,28,1299
4,10/06/2021,17,868
2,18/01/2021,28,357
9,26/05/2021,12,1815
9,23/05/2021,14,1552
8,09/02/2021,9,545
2,10/12/2021,11,772
2,01/09/2021,29,1095
8,10/12/2021,19,514
6,12/10/2021,22,858
4,20/02/2021,22,1482
8,18/05/2021,13,1600
3,04/10/2021,3,1528
10,22/06/2021,8,819
10,19/05/2021,1,1596
7,10/03/2021,16,603
6,14/04/2021,16,1861
2,08/12/2021,11,96
9,27/10/2021,10,1445
5,08/11/2021,3,347
9,21/03/2021,8,844
10,27/08/2021,9,1383
1,09/12/2021,22,893
10,19/10/2021,4,999
2,23/03/2021,1,1931
2,15/08/2021,4,626
7,02/07/2021,21,1274
10,17/07/2021,15,464
6,13/07/2021,4,1359
5,06/08/2021,22,1579
6,12/07/2021,18,1823
1,04/01/2021,3,1750
10,29/09/2021,15,440
10,30/07/2021,20,908
10,05/05/2021,12,952
5,08/06/2021,23,22
3,16/09/2021,12,322
2,20/12/2021,24,803
5,12/06/2021,3,1317
3,24/02/2021,28,944
2,10/12/2021,8,1458
8,05/09/2021,3,94
1,12/08/2021,3,161
1,14/07/2021,3,1702
7,25/01/2021,5,1951
8,27/08/2021,21,1163
4,10/01/2021,17,444
7,01/10/2021,2,1231
5,27/02/2021,25,840
3,21/02/2021,25,1897
8,16/03/2021,6,424
3,15/11/2021,7,1195
6,27/05/2021,27,399
6,18/12/2021,10,79
8,11/11/2021,6,915
8,08/07/2021,22,143
8,11/12/2021,15,69
8,01/06/2021,29,1340
5,03/03/2021,27,1209
1,29/01/2021,26,400
6,04/08/2021,24,1816
10,29/01/2021,21,1832
10,13/11/2021,10,1218
1,20/11/2021,17,71
8,02/01/2021,7,1144
4,20/06/2021,18,881
8,02/08/2021,12,408
9,02/10/2021,25,1596
9,07/02/2021,13,1582
10,04/02/2021,18,794
2,08/03/2021,6,469
8,26/08/2021,27,277
4,22/07/2021,10,1204
6,28/04/2021,7,1871
8,28/02/2021,2,1913
9,06/11/2021,13,986
2,12/10/2021,10,1702
3,15/07/2021,7,50
8,30/03/2021,14,1515
2,08/06/2021,17,1942
3,14/07/2021,3,1403
8,17/01/2021,2,1635
8,28/09/2021,16,1855
9,30/11/2021,8,1124
8,07/02/2021,22,1055
8,27/06/2021,18,532
9,06/03/2021,15,1053
4,17/06/2021,30,330
5,07/01/2021,17,1170
3,19/01/2021,3,1151
10,15/01/2021,14,94
2,09/10/2021,14,1818
10,04/03/2021,16,1942
7,22/06/2021,20,392
4,14/10/2021,28,1605
6,12/02/2021,11,327
3,26/07/2021,15,1657
8,27/08/2021,3,516
7,18/01/2021,21,632
2,29/10/2021,2,1068
9,05/10/2021,28,1813
1,01/02/2021,19,1389
10,20/02/2021,13,1854
5,14/02/2021,30,1424
8,03/06/2021,2,1647
8,21/04/2021,6,1428
8,21/11/2021,28,109
2,13/02/2021,18,1140
9,28/10/2021,9,1610
3,28/02/2021,22,465
9,04/08/2021,29,1100
7,04/03/2021,6,1749
2,23/09/2021,8,653
10,03/06/2021,3,906
1,25/01/2021,24,619
4,20/07/2021,3,1982
7,29/08/2021,30,689
4,24/07/2021,8,724
10,10/04/2021,15,1243
7,08/06/2021,9,1098
3,02/06/2021,6,174
5,03/01/2021,25,451
1,21/03/2021,7,377
